Master Record Number,Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
901782972,2012,2,5,Weekday,1500,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,CONSTITUTION & S LIBERTY DR,39.09834571,-86.5768703
901936527,2012,12,2,Weekday,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HINDS & SR45W,39.09823709,-86.65331172
901856382,2012,7,7,Weekend,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,HARMONY RD & ISON,39.098041,-86.63828015
901900034,2012,10,1,Weekday,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HINDS & SR45W,39.09791987,-86.65502648
901940556,2012,12,1,Weekend,500,2-Car,Incapacitating,LEFT OF CENTER,HINDS & SR45W,39.09791987,-86.65502648
901830194,2012,5,3,Weekday,1100,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,CHERRY & FAIRFAX RD,39.09784,-86.5168
901921228,2012,11,6,Weekday,1400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,LAMKINS RIDGE & SR446S,39.09749727,-86.47138975
901910647,2012,10,4,Weekday,1500,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,1824 S CURRY PIKE & FARMER,39.09676402,-86.584885
901767597,2012,1,4,Weekday,1800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E HUPP & S FAIRFAX RD,39.09464,-86.516896
901851305,2012,7,3,Weekday,1100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,5500 MAY RD & HARMONY,39.093744,-86.638304
901791951,2012,3,5,Weekday,400,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,MAY & SOUTH ROCKPORT RD,39.093344,-86.5868
901902584,2012,10,5,Weekday,1700,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,MAY & ROCKPORT RD,39.093344,-86.5868
901799627,2012,3,5,Weekday,1100,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,DILLMAN & SR37,39.09298161,-86.54577872
901899477,2012,10,6,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DILLMAN & SR37,39.09298161,-86.54577872
901938123,2012,12,3,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,DILLMAN & SR37S,39.092976,-86.545648
901838998,2012,6,7,Weekend,1600,3+ Cars,No injury/unknown,UNSAFE LANE MOVEMENT,DILLMAN & WALNUT ST,39.09296938,-86.54417255
901946113,2012,12,1,Weekday,1900,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,DILLMAN & WALNUT ST,39.09296938,-86.54417255
901819893,2012,5,2,Weekday,800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,DILLMAN & SR37N,39.09295969,-86.54603026
901932111,2012,12,1,Weekend,1300,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,DILLMAN RD & OLD STATE ROAD 37,39.09295969,-86.54420336
901856119,2012,7,7,Weekend,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DILLMAN & OLD STATE ROAD 37 HWY,39.09295969,-86.54416009
901932133,2012,12,1,Weekend,1100,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,OLD 37 SOUTH RD & SR 37 SOUTH,39.09295969,-86.54411682
901831389,2012,5,1,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DILLMAN & SOUTH OLD STATE ROAD 37 HWY,39.092944,-86.544
901863313,2012,7,7,Weekend,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,DILLMAN & OLD STATE 37 S RD,39.092944,-86.544
901866417,2012,8,6,Weekday,1600,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,DILLMAN & OLD SR 37 S HWY,39.092944,-86.544
901763875,2012,1,4,Weekday,800,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,6000 BLOCK S ROCKPORT RD & MAY,39.09282781,-86.58704112
901938121,2012,12,3,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,2ND SANDERS & S FAIRFAX RD,39.09265226,-86.51577025
901846209,2012,6,7,Weekend,1500,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,FAIRFAX RD & RAYLETOWN,39.09264,-86.51672
901815572,2012,4,7,Weekend,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,PAYNETOWN & SR446S,39.092112,-86.422832
901835574,2012,6,2,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR45S & STANFORD,39.09143201,-86.66411277
901846378,2012,6,6,Weekday,1100,1-Car,No injury/unknown,OBSTRUCTION NOT MARKED,HINDS RDS & STANFORD,39.09090559,-86.66269718
901834668,2012,5,5,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,NORTH OLD STATE ROAD 37 & SR37N,39.09054631,-86.54273986
901769217,2012,1,6,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BURCH & SR45W,39.09040189,-86.66553064
901945826,2012,12,2,Weekday,1200,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37S & VICTOR,39.0904007,-86.56349182
901888452,2012,9,1,Weekend,1800,2-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MOUNT GILEAD & SR45E,39.09029922,-86.46886982
901853833,2012,7,2,Weekday,1500,1-Car,No injury/unknown,TIRE FAILURE OR DEFECTIVE,DILLMAN & SR37S,39.09023917,-86.54535097
901785963,2012,2,4,Weekday,1600,2-Car,Non-incapacitating,UNSAFE SPEED,SR45W & STANFORD,39.08993365,-86.66617511
901839494,2012,6,1,Weekend,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BIRCH & SR45W,39.08984,-86.666304
901889489,2012,9,3,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BURCH & SR45S,39.08984,-86.666304
901922306,2012,11,3,Weekday,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HANDY & PAYNETOWN RD,39.08972025,-86.47732275
901854644,2012,7,4,Weekday,800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SR45W & STANFORD,39.08958316,-86.66671737
901819255,2012,5,7,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LEONARD SPRINGS RD & W SR 45,39.0891086,-86.58259011
901922094,2012,11,2,Weekday,700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,RED OAK & SR446S,39.08906981,-86.42326019
901842129,2012,6,7,Weekend,0,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,N PATHWAY LN & SR45,39.08847697,-86.66866422
901836870,2012,6,2,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SPARKS & SR45W,39.0873269,-86.67043562
901866385,2012,8,6,Weekday,1700,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,GREENE COUNTY LINE & SR45W,39.08690307,-86.67518735
901840958,2012,6,5,Weekday,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,10TH & PETE ELLIS DR,39.08687965,-86.4953801
901793670,2012,3,2,Weekday,600,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,SPARKS & SR45E,39.086848,-86.671296
901799802,2012,3,5,Weekday,1300,3+ Cars,Fatal,FAILURE TO YIELD RIGHT OF WAY,BREEDEN & SR45W,39.0868228,-86.67304122
901843588,2012,6,3,Weekday,900,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,BREEDEN & SR45W,39.08680128,-86.67550806
901908232,2012,10,1,Weekend,1800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,LOUDEN RD,39.08673061,-86.63810729
901824764,2012,5,3,Weekday,2000,Moped/Motorcycle,Non-incapacitating,IMPROPER TURNING,W KIRKSVILLE RD,39.08664,-86.6536
901912944,2012,10,2,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,FAIRFAX RD & SOUTH MCCORMICK,39.0862206,-86.50779001
901772432,2012,2,5,Weekday,1700,Moped/Motorcycle,Non-incapacitating,UNSAFE SPEED,SR37,39.085632,-86.542304
901787541,2012,3,2,Weekday,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SOUTH OLD STATE ROAD 37 RD & SR37S,39.085632,-86.542304
901817620,2012,5,4,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,OLD STATE ROAD 37 & SR37S,39.085632,-86.542304
901800724,2012,3,5,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SOUTH OLD STATE ROAD 37 & SR37S,39.085632,-86.542304
901838916,2012,6,6,Weekday,1300,2-Car,Incapacitating,LEFT OF CENTER,RUSH RIDGE & SR446,39.08561508,-86.42188971
901812095,2012,4,6,Weekday,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SR37 & WALNUT,39.08547972,-86.54257852
901784008,2012,2,7,Weekend,1400,1-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S WALNUT & SR37S,39.08531247,-86.54273987
901932318,2012,12,7,Weekend,500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S OLD STATE ROAD 37 & SR37S,39.08528942,-86.54201035
901862949,2012,7,6,Weekday,1800,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,S OLD 37 & SR37,39.08528745,-86.54275023
901757419,2012,1,7,Weekend,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,OLD 37 & SR37S,39.08526979,-86.54273986
901786810,2012,3,6,Weekday,1400,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SOUTH OLD 37 & SR37S,39.08526979,-86.54273986
901852427,2012,7,5,Weekday,1800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,OLD SATE ROAD 37 & SR37S,39.08526979,-86.54273986
901808464,2012,4,7,Weekend,1900,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR446N & WEST PAYNETOWN,39.08457966,-86.42065175
901853576,2012,7,1,Weekday,2100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR37 & SR37S,39.08384,-86.540768
901838513,2012,6,7,Weekend,1500,3+ Cars,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,SR37 & SR37S,39.08384,-86.540768
901770805,2012,1,4,Weekday,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HARMONY RD & KIRKSVILLE,39.08326966,-86.63533103
901799032,2012,3,4,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37 & SR37N,39.08314838,-86.54019332
901926671,2012,11,2,Weekday,1000,1-Car,No injury/unknown,LEFT OF CENTER,RAMP CREEK RD & SHIELDS RIDGE,39.0829698,-86.47282342
901845651,2012,6,6,Weekend,2300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SOUTH OLD STATE ROAD 37 RD,39.08272533,-86.54089956
901794045,2012,3,7,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND SANDERS & FAIRFAX RD,39.082144,-86.515488
901819150,2012,5,6,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND SANDERS & FAIRFAX RD,39.082144,-86.515488
901908413,2012,10,1,Weekend,200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,2ND AVE SANDERS & FAIRFAX RD,39.08210009,-86.51577025
901922095,2012,11,2,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND SANDERS & FAIRFAX RD,39.08210009,-86.51577025
901842130,2012,6,7,Weekend,100,1-Car,Incapacitating,RAN OFF ROAD RIGHT,ANNE & STRAIN RIDGE RD,39.08097237,-86.51104651
901884456,2012,9,6,Weekend,2200,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,1ST AVE SANDERS & FAIRFAX RD,39.07913621,-86.51293143
901773661,2012,2,1,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,BURCH RD & EVANS,39.07681561,-86.66628795
901813225,2012,4,2,Weekday,2300,1-Car,Fatal,RAN OFF ROAD RIGHT,S VICTOR PIKE & W FLUCK MILL,39.07609299,-86.5712142
901937857,2012,12,1,Weekend,300,1-Car,Non-incapacitating,LEFT OF CENTER,BURCH RD & TOM PHILLIPS,39.07540405,-86.66614219
901889540,2012,9,3,Weekday,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CHURCH & RAMP CREEK RD,39.07399982,-86.48465998
901868056,2012,8,2,Weekday,1600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,BURKS & WALNUT ST,39.07384869,-86.53136998
901830157,2012,5,5,Weekday,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CEDAR & OLD STATE ROAD 37 RD,39.07375714,-86.54116078
901853176,2012,7,1,Weekday,2000,1-Car,No injury/unknown,UNSAFE SPEED,SHADY SIDE & SHIELDS RDG,39.073088,-86.461184
901848360,2012,6,5,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,DELLSVILLE & SOUTH OLD STATE ROAD 37 HWY,39.07141421,-86.54152013
901888212,2012,9,1,Weekend,100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,BERNICE & FAIRFAX RD,39.0712328,-86.50310097
901795489,2012,3,3,Weekday,700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST SMITHVILLE & SOUTH FAIRFAX RD,39.071152,-86.503088
901849391,2012,6,7,Weekend,1500,Moped/Motorcycle,No injury/unknown,DISREGARD SIGNAL/REG SIGN,FAIRFAX RD & RAMP CREEK,39.071152,-86.503088
901840830,2012,6,3,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,EAST RAMP CREEK & SOUTH FAIRFAX RD,39.071152,-86.503088
901802773,2012,4,4,Weekday,1400,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37S,39.071056,-86.5356
901838572,2012,6,7,Weekend,1600,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37N,39.071056,-86.5356
901876261,2012,8,4,Weekday,1200,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37S,39.071056,-86.5356
901778548,2012,2,3,Weekday,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SMITHVILLE RD & SOCIETY,39.071056,-86.517488
901852855,2012,7,7,Weekend,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37S,39.07097027,-86.53639979
901755240,2012,1,2,Weekday,1800,2-Car,Non-incapacitating,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,MOORES CREEK & SMITH RD,39.07094096,-86.48046031
901785380,2012,2,3,Weekday,1200,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37S,39.0709012,-86.53613118
901772893,2012,2,4,Weekday,1900,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,SMITHVILLE RD,39.07059744,-86.52021937
901854518,2012,7,3,Weekday,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S VICTOR PIKE & W FLUCK MILL,39.07045003,-86.5749944
901905822,2012,10,4,Weekday,1600,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,E SMITHVILLE RD & SR37S,39.07025895,-86.53198551
901815604,2012,4,4,Weekday,600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S OLD STATE ROAD 37 & SR37S,39.06944026,-86.54273986
901882621,2012,9,3,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,OLD STATE 37 SOUTH RD & W ROGERS,39.06919371,-86.54097028
901851187,2012,7,3,Weekday,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ROCKPORT RD,39.06446591,-86.60382449
901811864,2012,4,6,Weekday,600,2-Car,No injury/unknown,LEFT OF CENTER,CLEVE BUTCHER & FAIRFAX RD,39.06204386,-86.49845522
901763083,2012,1,3,Weekday,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CAROWINDS & FAIRFAX RD,39.0611224,-86.49844859
901764766,2012,1,7,Weekend,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CLEVE BUTCHER RD & SOUTH FAIRFAX,39.059984,-86.498432
901834300,2012,6,6,Weekday,1000,1-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,OLD RICHARDSON & SR446S,39.05939837,-86.43133968
901898777,2012,9,2,Weekday,600,2-Car,No injury/unknown,UNSAFE BACKING,VICTOR PIKE,39.05935287,-86.58028411
901834336,2012,6,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CURRY PIKE & THIRD,39.05891525,-86.58292002
901788278,2012,3,2,Weekday,1600,1-Car,No injury/unknown,ENGINE FAILURE OR DEFECTIVE,STRAIN RIDGE RD,39.05855969,-86.51102408
901775573,2012,2,4,Weekday,1700,2-Car,No injury/unknown,LEFT OF CENTER,BURCH RD & GRAVES,39.05844087,-86.65073773
901862953,2012,7,5,Weekday,400,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SMITHVILLE & SR37S,39.05655466,-86.53579011
901876896,2012,8,4,Weekday,1000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,CHUMLEY & OLD STATE ROAD 37 RD,39.056544,-86.541088
901943642,2012,12,6,Weekday,0,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,HARMONY & SR45W,39.05585861,-86.61653446
901933775,2012,12,2,Weekday,2200,1-Car,No injury/unknown,UNSAFE BACKING,FAIRFAX RD & SMITHVILLE,39.05532616,-86.50319002
901873619,2012,8,6,Weekend,2200,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,SR37S & ZIKES,39.05494892,-86.53581235
901930979,2012,11,5,Weekday,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,CLEVE BUTCHER & FAIRFAX RD,39.05471043,-86.49841014
901801490,2012,3,6,Weekday,200,1-Car,No injury/unknown,UNSAFE SPEED,FAIRFAX & S OLD STATE ROAD 37 HWY,39.05446508,-86.53149001
901843525,2012,6,7,Weekend,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FLUCK MILL & KETCHAM RD,39.05399699,-86.5615797
901776534,2012,2,7,Weekend,900,2-Car,No injury/unknown,UNSAFE SPEED,ROCKPORT RD,39.05038163,-86.6089978
901773876,2012,2,2,Weekday,1100,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SR37S & ZIKES,39.049456,-86.535888
901828211,2012,5,1,Weekday,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.049456,-86.535888
901847944,2012,6,1,Weekend,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SOUTH STRAIN RIDGE RD,39.04938519,-86.51057749
901789982,2012,3,5,Weekday,1600,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,ANNE & STRAIN RIDGE RD,39.0493424,-86.51104651
901936090,2012,12,6,Weekday,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ANNE & STRAIN RIDGE RDS,39.04934026,-86.51104018
901812413,2012,4,1,Weekday,1900,Moped/Motorcycle,Non-incapacitating,RAN OFF ROAD RIGHT,HAYS & SR446S,39.04715121,-86.40881182
901851292,2012,6,6,Weekend,2300,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,HAYS & SR446S,39.04715121,-86.40881182
901921229,2012,11,7,Weekend,800,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,ANNE & STRAINRIDGE RD,39.0456693,-86.51194811
901805217,2012,4,1,Weekday,2300,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,S OLD ST RD 37 & SR37S,39.04421854,-86.54273986
901883666,2012,8,2,Weekday,2200,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.04396287,-86.53584423
901815843,2012,4,1,Weekend,400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HARDING PLACE DR & OLD STATE ROAD 37 SOUTH,39.03958976,-86.54120635
901872304,2012,8,2,Weekday,1100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,PAYNETOWN & SR446S,39.03898619,-86.42302013
901793489,2012,3,5,Weekday,0,2-Car,Incapacitating,UNSAFE SPEED,SR37S & ZIKES,39.03690325,-86.535559
901881183,2012,9,1,Weekend,100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E POINTE RD,39.03646469,-86.5127182
901895807,2012,9,7,Weekend,0,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,POINTE RD,39.03646469,-86.5127182
901905666,2012,10,4,Weekday,1300,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,FAIRFAX RD,39.03613374,-86.4911174
901836852,2012,6,1,Weekday,2000,Moped/Motorcycle,Incapacitating,RAN OFF ROAD RIGHT,E SALT CREEK & SR446S,39.0350413,-86.42239987
901914121,2012,10,3,Weekday,1700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,POINTE & STRAIN RIDGE RD,39.03492004,-86.51686271
901853352,2012,7,1,Weekend,100,2-Car,No injury/unknown,UNSAFE BACKING,E POINTE RD,39.03486505,-86.51013895
901906910,2012,10,6,Weekday,1600,3+ Cars,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,CURRY PIKE & VERNAL,39.03434192,-86.58308029
901872305,2012,8,4,Weekday,1400,2-Car,No injury/unknown,,TOWER RIDGE RD,39.03424546,-86.32086016
901916386,2012,11,6,Weekend,2200,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,S KETCHAM RD,39.03410465,-86.56690746
901819165,2012,5,6,Weekend,2100,2-Car,No injury/unknown,IMPROPER TURNING,2388 S WINSLOW CT & GRAHAM,39.03383969,-86.52416863
901819340,2012,5,7,Weekend,2000,2-Car,No injury/unknown,UNSAFE SPEED,FAIRFAX RD & MT EABL,39.03321013,-86.49016991
901924728,2012,11,7,Weekend,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,POINT RIDGE LN,39.03300095,-86.50893402
901781945,2012,2,7,Weekend,1800,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,FAIR FAX & POINTE RD,39.0324799,-86.48991713
901871569,2012,8,3,Weekday,700,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,S WALNUT ST & WINSLOW,39.03030313,-86.5311098
901893925,2012,9,3,Weekday,1300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ALLENS CREEK & SR446S,39.03014083,-86.40774745
901856391,2012,7,7,Weekend,700,2-Car,No injury/unknown,UNSAFE BACKING,LAKE RIDGE DR,39.02923107,-86.50658807
901881130,2012,9,7,Weekend,1100,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,ALLENS CREEK & SR446S,39.02758297,-86.40724404
901892759,2012,9,1,Weekend,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OLD STATE ROAD 37 SOUTH HWY & SOUTH ROGERS,39.02541212,-86.53789982
901811218,2012,4,5,Weekday,2000,Moped/Motorcycle,Non-incapacitating,RAN OFF ROAD RIGHT,CHAPEL HILL & SR446S,39.02483704,-86.40536989
901936407,2012,12,1,Weekend,1400,2-Car,Fatal,LEFT OF CENTER,CHAPEL HILL & SR446S,39.02457064,-86.405296
901848514,2012,6,4,Weekday,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,CHAPEL HILL & SR446S,39.02402132,-86.405296
901885870,2012,9,2,Weekday,1400,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ANDERSON & BEANBLOSSOM RD,39.02173938,-86.4321485
901799356,2012,3,6,Weekend,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE DAM RD & SR37S,39.01938728,-86.53459712
901840591,2012,6,4,Weekday,1200,3+ Cars,No injury/unknown,UNSAFE LANE MOVEMENT,SR37S,39.01916087,-86.53651915
901861852,2012,7,3,Weekday,2100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,MONROE DAM & STRAIN RIDGE RD,39.01879242,-86.52259042
901811261,2012,4,5,Weekday,300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE DAM RD & OLD STATE ROAD 37 SOUTH,39.01866987,-86.53941411
901757732,2012,1,6,Weekday,900,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,MONROE DAM RD & STRAIN RIDGE RD,39.018656,-86.522896
901923198,2012,11,4,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CHESTNUT & STRAINRIDGE RD,39.016853,-86.50781505
901931305,2012,11,6,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S,39.01630535,-86.53697023
901801910,2012,4,2,Weekday,2300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37 & ZIKES,39.01561701,-86.53702247
901890396,2012,9,4,Weekday,1500,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,E TOWER RIDGE RD & LAST HORSE,39.01509586,-86.39920394
901941249,2012,12,2,Weekday,1300,2-Car,No injury/unknown,LEFT OF CENTER,SR446S & TOWER RIDGE,39.015088,-86.401232
901755393,2012,1,3,Weekday,600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HOBART RD & S OLD ST RD 37,39.01368968,-86.54097966
901832929,2012,5,4,Weekday,1100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,FAIRFAX RD & MCCORMICK,39.01236758,-86.50779001
901830830,2012,5,7,Weekend,100,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,HARRODSBURG & POPCORN RD,39.012048,-86.545088
901771024,2012,1,7,Weekend,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MONROE DAM & SR37S,39.01050784,-86.53705079
901801273,2012,4,1,Weekend,100,1-Car,Fatal,RAN OFF ROAD RIGHT,KETCHAM & POPCORN RD,39.00978613,-86.56394108
901884550,2012,9,7,Weekend,600,1-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,MONROE DAM & VALLEY MISSION RD,39.009344,-86.510096
901835021,2012,6,6,Weekend,2300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,KETCHAM & POPCORN RD,39.00869022,-86.56645895
901895602,2012,9,4,Weekday,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MONROE DAM CT,39.00725238,-86.51641599
901757335,2012,1,6,Weekday,1800,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,12OO S LIBERTY DR & W 3RD,39.00599302,-86.57913216
901929272,2012,11,2,Weekday,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DUTCH RIDGE & SR446S,39.004288,-86.395616
901805751,2012,4,3,Weekday,1400,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,PEDIGO BAY & VALLEY MISSION RD,39.00356032,-86.5011435
901776538,2012,2,7,Weekend,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,POPCORN RD & ROCKPORT,39.002752,-86.59
